"","x","y"
"143",1430,1.26873065296369
"144",1431,1.20203283144786
"145",1432,1.27357400899659
"146",1433,0.643661023399084
"147",1434,0.75854852742735
"148",1435,1.36273316220908
"149",1436,0.927680055414924
"150",1437,0.744993860768638
"151",1438,0.891767762697539
"152",1439,0.758714659399931
"153",1440,1.17287533735475
"154",1441,1.05063864982752
"155",1442,0.62054584663483
"156",1443,0.784302435143519
"157",1444,0.948367345610551
"158",1445,0.91513549425597
"159",1446,0.587379351698936
"160",1447,0.736468120426709
"161",1448,0.607659167342578
"162",1449,0.647414250820546
"163",1450,0.651620684176066
"822",1451,NA
"823",1452,NA
"824",1453,NA
"825",1454,NA
"826",1455,NA
"827",1456,NA
"828",1457,NA
"829",1458,NA
"830",1459,NA
"831",1460,NA
"832",1461,NA
"833",1462,NA
"834",1463,NA
"835",1464,NA
"836",1465,NA
"837",1466,NA
"838",1467,NA
"839",1468,NA
"840",1469,NA
"841",1470,NA
"842",1471,NA
"843",1472,NA
"844",1473,NA
"845",1474,NA
"846",1475,NA
"847",1476,NA
"848",1477,NA
"849",1478,NA
"850",1479,NA
"851",1480,NA
"852",1481,NA
"853",1482,NA
"854",1483,NA
"855",1484,NA
"856",1485,NA
"857",1486,NA
"858",1487,NA
"859",1488,NA
"860",1489,NA
"861",1490,NA
"862",1491,NA
"863",1492,NA
"864",1493,NA
"865",1494,NA
"866",1495,NA
"867",1496,NA
"868",1497,NA
"869",1498,NA
"870",1499,NA
"871",1500,NA
"872",1501,NA
"873",1502,NA
"874",1503,NA
"875",1504,NA
"876",1505,NA
"877",1506,NA
"878",1507,NA
"879",1508,NA
"880",1509,NA
"881",1510,NA
"882",1511,NA
"883",1512,NA
"884",1513,NA
"885",1514,NA
"886",1515,NA
"887",1516,NA
"888",1517,NA
"889",1518,NA
"890",1519,NA
"891",1520,NA
"892",1521,NA
"893",1522,NA
"894",1523,NA
"895",1524,NA
"896",1525,NA
"897",1526,NA
"898",1527,NA
"899",1528,NA
"900",1529,NA
"901",1530,NA
"902",1531,NA
"903",1532,NA
"904",1533,NA
"905",1534,NA
"906",1535,NA
"907",1536,NA
"908",1537,NA
"909",1538,NA
"910",1539,NA
"911",1540,NA
"912",1541,NA
"913",1542,NA
"914",1543,NA
"915",1544,NA
"916",1545,NA
"917",1546,NA
"918",1547,NA
"919",1548,NA
"920",1549,NA
"921",1550,NA
"922",1551,NA
"923",1552,NA
"924",1553,NA
"925",1554,NA
"926",1555,NA
"927",1556,NA
"928",1557,NA
"929",1558,NA
"930",1559,NA
"931",1560,NA
"932",1561,NA
"933",1562,NA
"934",1563,NA
"935",1564,NA
"936",1565,NA
"937",1566,NA
"938",1567,NA
"939",1568,NA
"940",1569,NA
"941",1570,NA
"942",1571,NA
"943",1572,NA
"944",1573,NA
"945",1574,NA
"946",1575,NA
"947",1576,NA
"948",1577,NA
"949",1578,NA
"950",1579,NA
"951",1580,NA
"952",1581,NA
"953",1582,NA
"954",1583,NA
"955",1584,NA
"956",1585,NA
"957",1586,NA
"958",1587,NA
"959",1588,NA
"960",1589,NA
"961",1590,NA
"962",1591,NA
"963",1592,NA
"964",1593,NA
"965",1594,NA
"966",1595,NA
"967",1596,NA
"968",1597,NA
"969",1598,NA
"970",1599,NA
"971",1600,NA
"972",1601,NA
"973",1602,NA
"974",1603,NA
"975",1604,NA
"976",1605,NA
"977",1606,NA
"978",1607,NA
"979",1608,NA
"980",1609,NA
"981",1610,NA
"982",1611,NA
"983",1612,NA
"984",1613,NA
"985",1614,NA
"986",1615,NA
"987",1616,NA
"988",1617,NA
"989",1618,NA
"990",1619,NA
"991",1620,NA
"992",1621,NA
"993",1622,NA
"994",1623,NA
"995",1624,NA
"996",1625,NA
"997",1626,NA
"998",1627,NA
"999",1628,NA
"1000",1629,NA
"1001",1630,NA
"1002",1631,NA
"1003",1632,NA
"1004",1633,NA
"1005",1634,NA
"1006",1635,NA
"1007",1636,NA
"1008",1637,NA
"1009",1638,NA
"1010",1639,NA
"1011",1640,NA
"1012",1641,NA
"1013",1642,NA
"1014",1643,NA
"1015",1644,NA
"1016",1645,NA
"1017",1646,NA
"1018",1647,NA
"1019",1648,NA
"1020",1649,NA
"1021",1650,NA
"1022",1651,NA
"1023",1652,NA
"1024",1653,NA
"1025",1654,NA
"1026",1655,NA
"1027",1656,NA
"1028",1657,NA
"1029",1658,NA
"1030",1659,NA
"1031",1660,NA
"1032",1661,NA
"1033",1662,NA
"1034",1663,NA
"1035",1664,NA
"1036",1665,NA
"1037",1666,NA
"1038",1667,NA
"1039",1668,NA
"1040",1669,NA
"1041",1670,NA
"1042",1671,NA
"1043",1672,NA
"1044",1673,NA
"1045",1674,NA
"1046",1675,NA
"1047",1676,NA
"1048",1677,NA
"1049",1678,NA
"1050",1679,NA
"1051",1680,NA
"1052",1681,NA
"1053",1682,NA
"1054",1683,NA
"1055",1684,NA
"1056",1685,NA
"1057",1686,NA
"1058",1687,NA
"1059",1688,NA
"1060",1689,NA
"1061",1690,NA
"1062",1691,NA
"1063",1692,NA
"1064",1693,NA
"1065",1694,NA
"1066",1695,NA
"1067",1696,NA
"1068",1697,NA
"1069",1698,NA
"1070",1699,NA
"1071",1700,NA
"1072",1701,NA
"1073",1702,NA
"1074",1703,NA
"1075",1704,NA
"1076",1705,NA
"1077",1706,NA
"1078",1707,NA
"1079",1708,NA
"1080",1709,NA
"1081",1710,NA
"1082",1711,NA
"1083",1712,NA
"1084",1713,NA
"1085",1714,NA
"1086",1715,NA
"1087",1716,NA
"1088",1717,NA
"1089",1718,NA
"1090",1719,NA
"1091",1720,NA
"1092",1721,NA
"1093",1722,NA
"1094",1723,NA
"1095",1724,NA
"1096",1725,NA
"1097",1726,NA
"1098",1727,NA
"1099",1728,NA
"1100",1729,NA
"1101",1730,NA
"1102",1731,NA
"1103",1732,NA
"1104",1733,NA
"1105",1734,NA
"1106",1735,NA
"1107",1736,NA
"1108",1737,NA
"1109",1738,NA
"1110",1739,NA
"1111",1740,NA
"1112",1741,NA
"1113",1742,NA
"1114",1743,NA
"1115",1744,NA
"1116",1745,NA
"1117",1746,NA
"1118",1747,NA
"1119",1748,NA
"1120",1749,NA
"1121",1750,NA
"1122",1751,NA
"1123",1752,NA
"1124",1753,NA
"1125",1754,NA
"1126",1755,NA
"1127",1756,NA
"1128",1757,NA
"1129",1758,NA
"1130",1759,NA
"1131",1760,NA
"1132",1761,NA
"1133",1762,NA
"1134",1763,NA
"1135",1764,NA
"1136",1765,NA
"287",1766,1.20563292824459
"288",1767,0.957788420086593
"289",1768,0.691820167129938
"290",1769,0.993274304021599
"291",1770,1.08333712138421
"292",1771,1.00885469678503
"293",1772,0.906047007937605
"294",1773,0.72240557600219
"295",1774,0.829051767580078
"296",1775,0.513262729771498
"297",1776,0.690061639676259
"298",1777,0.682317504469877
"299",1778,0.748892971894939
"300",1779,0.691281851416631
"301",1780,0.749632821509795
"302",1781,0.704078000469929
"303",1782,0.577362900446683
"304",1783,0.983778171873086
"305",1784,1.26822701188793
"306",1785,1.30819024397342
"307",1786,0.957643916087628
"308",1787,0.649558283957994
"309",1788,0.719981467914335
"310",1789,0.824885694239624
"311",1790,0.992577191700965
"312",1791,1.03672301117182
"313",1792,1.15714749321837
"314",1793,1.29332302117205
"315",1794,1.10409318972346
"316",1795,1.16965213918331
"317",1796,0.630932306023188
"318",1797,0.829711566474602
"319",1798,0.926594681087693
"320",1799,0.817095197562753
"321",1800,0.888630781684717
"322",1801,0.881963255394607
"323",1802,0.770336625769506
"324",1803,0.792980275472273
"325",1804,1.26237387927716
"326",1805,0.811329860281436
"327",1806,0.814948868932143
"328",1807,0.560949867018101
"329",1808,0.469658466691245
"330",1809,0.431164598995591
"331",1810,0.214830070688161
"332",1811,0.235852437409289
"333",1812,0.306849777641322
"334",1813,0.573033229675644
"335",1814,0.889989470511756
"336",1815,1.03703972058668
"337",1816,1.3028013712476
"338",1817,0.510289101442065
"339",1818,0.529554234957594
"340",1819,0.733249872179813
"341",1820,1.04646200305537
"342",1821,0.704275292501152
"343",1822,0.704667173125827
"344",1823,0.558016700997662
"345",1824,0.895284089237022
"346",1825,1.61428669351374
"347",1826,1.02492703141831
"348",1827,0.924684569897906
"349",1828,0.671290649366843
"350",1829,0.780316138717824
"351",1830,0.881622819202989
"352",1831,0.804792096643168
"353",1832,0.793681037059902
"354",1833,1.04094997440595
"355",1834,0.858532026153672
"356",1835,0.59359085387215
"357",1836,0.682257458439801
"358",1837,0.634663743513177
"359",1838,0.754194404664005
"360",1839,1.33465175890205
"361",1840,0.947307327391425
"362",1841,0.714202942697639
"363",1842,0.876299148793833
"364",1843,0.66600184502393
"365",1844,0.617690099171887
"366",1845,0.987074082691645
"367",1846,1.02226678062294
"368",1847,0.645490326246929
"369",1848,0.520735796701424
"370",1849,0.289501040540583
"371",1850,0.576622600792257
"372",1851,1.23899401629152
"373",1852,1.12431293869535
"374",1853,0.906230742008689
"375",1854,0.533275009918565
"376",1855,0.794317240012347
"377",1856,0.86136249862451
"378",1857,0.701142233306276
"379",1858,0.822198026164943
"380",1859,0.495178841969288
"381",1860,0.526006455403992
"382",1861,1.05467449905963
"383",1862,0.802297591441797
"384",1863,0.613295087072425
"385",1864,1.01525363005819
"386",1865,0.786910649990851
"387",1866,0.788927775993987
"388",1867,1.08244261384013
"389",1868,0.867653633165689
"390",1869,1.16644011709977
"391",1870,0.878467652852413
"392",1871,0.726986434559379
"393",1872,0.979635350599921
"394",1873,1.15287165499055
"395",1874,1.27878104497099
"396",1875,0.450373806956054
"397",1876,0.55862273460767
"398",1877,0.731508762364624
"399",1878,1.09779931611874
"400",1879,0.457544305366316
"401",1880,0.258952207934088
"402",1881,0.829231520692146
"403",1882,0.766830888367788
"404",1883,0.692755766641368
"405",1884,0.801940357383206
"406",1885,1.0369408590952
"407",1886,1.24888818929401
"408",1887,0.6520119132766
"409",1888,0.830518731383606
"410",1889,1.16845480704119
"411",1890,1.06847318361668
"412",1891,1.05539500014203
"413",1892,1.64177938813505
"414",1893,1.13251323635965
"415",1894,1.11707443211525
"416",1895,0.955104234304463
"417",1896,0.947140310246256
"418",1897,1.08402685899255
"419",1898,1.12823020252402
"420",1899,1.01382713581452
"421",1900,1.10389870843996
"422",1901,1.16047690222095
"423",1902,1.45441964179673
"424",1903,1.19144716527076
"425",1904,0.908126236379568
"426",1905,1.49866294284001
"427",1906,1.31409931366371
"428",1907,0.980986283692805
"429",1908,1.00478122089178
"430",1909,0.799574093893737
"431",1910,0.962055005250923
"432",1911,0.832189651808158
"433",1912,1.07712818642425
"434",1913,0.766135937104994
"435",1914,1.01843672959275
"436",1915,1.61036341525538
"437",1916,1.05310134521087
"438",1917,0.841511307544362
"439",1918,0.843335103834423
"440",1919,0.762114668160581
"441",1920,0.770239394434582
"442",1921,1.10103735847197
"443",1922,0.985114812119949
"444",1923,1.20506262768492
"445",1924,1.18822016181938
"446",1925,1.00479130070566
"447",1926,0.762831250006483
"448",1927,1.13917377858904
"449",1928,0.899227918484368
"450",1929,1.37876481520489
"451",1930,0.778764998288173
"452",1931,1.16784609459924
"453",1932,0.758998529742625
"454",1933,0.627180678920848
"455",1934,1.27044527368444
"456",1935,1.38608437615641
"457",1936,1.36277410513826
"458",1937,1.36759660416712
"459",1938,1.07790086652412
"460",1939,0.901101245833396
"461",1940,0.844217981940163
"462",1941,1.90315207574325
"463",1942,1.20409508524206
"464",1943,0.79138136313664
"465",1944,1.23751138743907
"466",1945,1.17033979905336
"467",1946,0.807443098944294
"468",1947,1.02326868214293
"469",1948,1.08630703965715
"470",1949,0.707809332811438
"471",1950,0.641208316156481
"472",1951,0.917603371064386
"473",1952,1.21464744664432
"474",1953,1.28107265504726
"475",1954,1.06084803097734
"476",1955,0.937130897801588
"477",1956,0.689242952130481
"478",1957,1.3286902605287
"479",1958,1.47607839767686
"480",1959,1.50485042657617
"481",1960,1.25759990189541
"482",1961,1.11807431177085
"483",1962,0.994697324109443
"484",1963,1.11848144559813
"485",1964,1.07977747383773
"486",1965,0.566286848235891
"487",1966,1.03023538222691
"488",1967,1.06697254137286
"489",1968,1.19206506464411
"490",1969,0.888979642691625
"491",1970,0.982294503182411
"492",1971,0.870743810039019
"493",1972,0.848798010856827
"494",1973,0.89215472770728
"495",1974,1.05781675060903
"496",1975,0.919649533915607
"497",1976,0.92526905939222
"498",1977,1.36585047653461
"499",1978,1.44707609041993
"500",1979,1.6881043815837
"501",1980,1.94140926409325
"502",1981,2.0692780485084
"503",1982,1.1580970871972
"504",1983,1.55031259660772
"505",1984,1.81692728115141
"506",1985,0.954948308643891
"507",1986,0.865565204451898
"508",1987,1.10987930504545
"509",1988,1.24847190792878
"510",1989,1.38772559829156
"511",1990,1.82377746922211
"512",1991,1.38413556050025
"513",1992,1.53453193803654
"514",1993,1.32149345576833
"515",1994,0.783067419311403
"516",1995,1.35850753002842
"517",1996,1.22332131267056
"518",1997,1.68940074482818
"519",1998,2.53678508881668
"520",1999,1.50544818971409
"521",2000,1.17176832921905
"522",2001,1.19875942192221
"523",2002,1.1751477555621
"524",2003,0.802805190763304
